gymnast_first_name,gymnast_last_name,comp_number,competition,score_type,score
Kayla,DiCello,208,US Championships 2023,floor_e,8
Kayla,DiCello,208,US Championships 2023,floor_score,13.5
Kayla,DiCello,208,US Championships 2023,aa_score,51.5
Jade,Carey,213,US Championships 2023,vault_d,5.6
Jade,Carey,213,US Championships 2023,vault_e,8.350000000000001
Jade,Carey,213,US Championships 2023,vault_score,13.95
Jade,Carey,213,US Championships 2023,bars_d,5.1
Jade,Carey,213,US Championships 2023,bars_e,6.95
Jade,Carey,213,US Championships 2023,bars_score,12.05
Jade,Carey,213,US Championships 2023,beam_d,5.7
Jade,Carey,213,US Championships 2023,beam_e,6.45
Jade,Carey,213,US Championships 2023,beam_score,12.15
Jade,Carey,213,US Championships 2023,floor_d,5.9
Jade,Carey,213,US Championships 2023,floor_e,7.45
Jade,Carey,213,US Championships 2023,floor_score,13.35
Jade,Carey,213,US Championships 2023,aa_score,51.5
Ashlee,Sullivan,223,US Championships 2023,vault_d,4.2
Ashlee,Sullivan,223,US Championships 2023,vault_e,9
Ashlee,Sullivan,223,US Championships 2023,vault_score,13.2
Ashlee,Sullivan,223,US Championships 2023,bars_d,5.4
Ashlee,Sullivan,223,US Championships 2023,bars_e,7.55
Ashlee,Sullivan,223,US Championships 2023,bars_score,12.95
Ashlee,Sullivan,223,US Championships 2023,beam_d,5.6
Ashlee,Sullivan,223,US Championships 2023,beam_e,6.6
Ashlee,Sullivan,223,US Championships 2023,beam_score,12.2
Ashlee,Sullivan,223,US Championships 2023,floor_d,5.5
Ashlee,Sullivan,223,US Championships 2023,floor_e,7.7
Ashlee,Sullivan,223,US Championships 2023,floor_score,13.1
Ashlee,Sullivan,223,US Championships 2023,aa_score,51.45
Michelle,Pineda,211,US Championships 2023,vault_d,4.6
Michelle,Pineda,211,US Championships 2023,vault_e,8.950000000000001
Michelle,Pineda,211,US Championships 2023,vault_score,13.55
Michelle,Pineda,211,US Championships 2023,bars_d,4.8
Michelle,Pineda,211,US Championships 2023,bars_e,8
Michelle,Pineda,211,US Championships 2023,bars_score,12.8
Michelle,Pineda,211,US Championships 2023,beam_d,5
Michelle,Pineda,211,US Championships 2023,beam_e,7.7
Michelle,Pineda,211,US Championships 2023,beam_score,12.7
Michelle,Pineda,211,US Championships 2023,floor_d,4.9
Michelle,Pineda,211,US Championships 2023,floor_e,7.5
Michelle,Pineda,211,US Championships 2023,floor_score,12.4
Michelle,Pineda,211,US Championships 2023,aa_score,51.45
Dulcy,Caylor,225,US Championships 2023,vault_d,5
Dulcy,Caylor,225,US Championships 2023,vault_e,8.9
Dulcy,Caylor,225,US Championships 2023,vault_score,13.9
Dulcy,Caylor,225,US Championships 2023,bars_d,5
Dulcy,Caylor,225,US Championships 2023,bars_e,7
Dulcy,Caylor,225,US Championships 2023,bars_score,12
Dulcy,Caylor,225,US Championships 2023,beam_d,5.2
Dulcy,Caylor,225,US Championships 2023,beam_e,7
Dulcy,Caylor,225,US Championships 2023,beam_score,12.2
Dulcy,Caylor,225,US Championships 2023,floor_d,5.4
Dulcy,Caylor,225,US Championships 2023,floor_e,7.7
Dulcy,Caylor,225,US Championships 2023,floor_score,12.9
Dulcy,Caylor,225,US Championships 2023,aa_score,51
Zoe,Miller,227,US Championships 2023,vault_d,4.6
Zoe,Miller,227,US Championships 2023,vault_e,8.55
Zoe,Miller,227,US Championships 2023,vault_score,13.15
Zoe,Miller,227,US Championships 2023,bars_d,5.3
Zoe,Miller,227,US Championships 2023,bars_e,6
Zoe,Miller,227,US Championships 2023,bars_score,11
Zoe,Miller,227,US Championships 2023,beam_d,5.5
Zoe,Miller,227,US Championships 2023,beam_e,7.55
Zoe,Miller,227,US Championships 2023,beam_score,13.05
Zoe,Miller,227,US Championships 2023,floor_d,5
Zoe,Miller,227,US Championships 2023,floor_e,6.8
Zoe,Miller,227,US Championships 2023,floor_score,11.8
Zoe,Miller,227,US Championships 2023,aa_score,49
Kelise,Woolford,204,US Championships 2023,vault_d,4.2
Kelise,Woolford,204,US Championships 2023,vault_e,8.55
Kelise,Woolford,204,US Championships 2023,vault_score,12.45
Kelise,Woolford,204,US Championships 2023,bars_d,4.5
Kelise,Woolford,204,US Championships 2023,bars_e,7.85
Kelise,Woolford,204,US Championships 2023,bars_score,12.35
Kelise,Woolford,204,US Championships 2023,beam_d,5.1
Kelise,Woolford,204,US Championships 2023,beam_e,6.7
Kelise,Woolford,204,US Championships 2023,beam_score,11.8
Kelise,Woolford,204,US Championships 2023,floor_d,4.9
Kelise,Woolford,204,US Championships 2023,floor_e,7.25
Kelise,Woolford,204,US Championships 2023,floor_score,12.15
Kelise,Woolford,204,US Championships 2023,aa_score,48.75
Levi,Jung-Ruivivar,221,US Championships 2023,vault_d,4.6
Levi,Jung-Ruivivar,221,US Championships 2023,vault_e,8.8
Levi,Jung-Ruivivar,221,US Championships 2023,vault_score,13.4
Levi,Jung-Ruivivar,221,US Championships 2023,bars_d,5.3
Levi,Jung-Ruivivar,221,US Championships 2023,bars_e,6.7
Levi,Jung-Ruivivar,221,US Championships 2023,bars_score,12
Levi,Jung-Ruivivar,221,US Championships 2023,beam_d,4.9
Levi,Jung-Ruivivar,221,US Championships 2023,beam_e,7.4
Levi,Jung-Ruivivar,221,US Championships 2023,beam_score,12.3
Levi,Jung-Ruivivar,221,US Championships 2023,floor_d,5
Levi,Jung-Ruivivar,221,US Championships 2023,floor_e,6.1499999999999995
Levi,Jung-Ruivivar,221,US Championships 2023,floor_score,10.55
Levi,Jung-Ruivivar,221,US Championships 2023,aa_score,48.25
Lexi,Zeiss,217,US Championships 2023,vault_d,4.6
Lexi,Zeiss,217,US Championships 2023,vault_e,8.850000000000001
Lexi,Zeiss,217,US Championships 2023,vault_score,13.45
Lexi,Zeiss,217,US Championships 2023,bars_d,5.9
Lexi,Zeiss,217,US Championships 2023,bars_e,7.8
Lexi,Zeiss,217,US Championships 2023,bars_score,13.7
Lexi,Zeiss,217,US Championships 2023,beam_d,0
Lexi,Zeiss,217,US Championships 2023,beam_e,0
Lexi,Zeiss,217,US Championships 2023,beam_score,0
Lexi,Zeiss,217,US Championships 2023,floor_d,0
Lexi,Zeiss,217,US Championships 2023,floor_e,0
Lexi,Zeiss,217,US Championships 2023,floor_score,0
Lexi,Zeiss,217,US Championships 2023,aa_score,27.15
Sunisa,Lee,212,US Championships 2023,vault_d,4.2
Sunisa,Lee,212,US Championships 2023,vault_e,9.15
Sunisa,Lee,212,US Championships 2023,vault_score,13.35
Sunisa,Lee,212,US Championships 2023,bars_d,0
Sunisa,Lee,212,US Championships 2023,bars_e,0
Sunisa,Lee,212,US Championships 2023,bars_score,0
Sunisa,Lee,212,US Championships 2023,beam_d,6
Sunisa,Lee,212,US Championships 2023,beam_e,7.65
Sunisa,Lee,212,US Championships 2023,beam_score,13.65
Sunisa,Lee,212,US Championships 2023,floor_d,0
Sunisa,Lee,212,US Championships 2023,floor_e,0
Sunisa,Lee,212,US Championships 2023,floor_score,0
Sunisa,Lee,212,US Championships 2023,aa_score,27
Elle,Mueller,216,US Championships 2023,vault_d,0
Elle,Mueller,216,US Championships 2023,vault_e,0
Elle,Mueller,216,US Championships 2023,vault_score,0
Elle,Mueller,216,US Championships 2023,bars_d,0
Elle,Mueller,216,US Championships 2023,bars_e,0
Elle,Mueller,216,US Championships 2023,bars_score,0
Elle,Mueller,216,US Championships 2023,beam_d,0
Elle,Mueller,216,US Championships 2023,beam_e,0
Elle,Mueller,216,US Championships 2023,beam_score,0
Elle,Mueller,216,US Championships 2023,floor_d,0
Elle,Mueller,216,US Championships 2023,floor_e,0
Elle,Mueller,216,US Championships 2023,floor_score,0
Elle,Mueller,216,US Championships 2023,aa_score,0
